stratum,driver,rho,lo,hi,n,n_blocks
Tasman,backshore_mean,0.12935970619487294,0.021640215572639943,0.23382446811686164,10081,156
Tasman,backshore_max,0.14578861046120334,0.03741856436902405,0.25280020624474997,10081,156
Tasman,hinterland_slope,0.16191876565389915,0.06288953994530451,0.2462467999695285,10081,156
Tasman,spring_range_m,0.02318503521000534,-0.08463373673907838,0.12774640387062847,10101,156
Tasman,form_factor,-0.03172249355448178,-0.13968731194245101,0.08115919283951017,10101,156
Tasman,dist_mouth_km,0.00041568556580397285,-0.131597377998021,0.12480662630175927,10101,156
Tasman,river_supply_idx,0.002944966129247268,-0.12242031161579257,0.13203032321276892,10101,156
Tasman,rain_mm_yr,0.06000442446531556,-0.09272169734460876,0.20677606321788158,10101,156
Tasman,rainstorm_days,0.07148204105505479,-0.07322929281048625,0.2210396764524646,10101,156
Tasman,geol_age_ma,0.14483295735917467,0.04312640356305164,0.2449438633751359,10101,156
Tasman,erodibility_ord,-0.131461368332609,-0.24701244907795053,-0.011931293534862759,10101,156
Tasman,shaking_idx,-0.038585544593045286,-0.1724108778831265,0.1083347903931794,10101,156
Tasman,n_M5_50km,-0.04717664964023221,-0.17837859073490958,0.08861417010592991,10101,156
Tasman,dist_M65_km,0.04832948799986975,-0.09476964960341104,0.1818965957130795,10101,156
Waikato,hs_mean,-0.08134922757360712,-0.17587431400731285,0.015781442651918904,16587,238
Waikato,hs_p99,-0.07239089351041217,-0.1688143282480551,0.02621739827147753,16587,238
Waikato,storm_hrs_gt4m_yr,-0.06568539662610548,-0.15525940355722057,0.027322105398595944,16587,238
Waikato,cge_mean,-0.08202911866664152,-0.18009180984006912,0.017414737786544458,16587,238
Waikato,t01_mean,-0.03702463644250557,-0.12380922142612676,0.050481549672337575,16587,238
Waikato,wave_incidence_deg,-0.08237551920428102,-0.17816197104706308,0.019515178107698622,16587,238
Waikato,beach_slope_face,0.06811636368863162,-0.03660246917395267,0.17781555086069226,11041,165
Waikato,tanbeta_nearshore,0.02726170538583155,-0.062445729894931835,0.1315988212806525,13786,212
Waikato,closure_depth_m,0.005348968313298765,-0.0926493656157306,0.10402442027433176,15376,228
Waikato,vlm_mm_yr,0.10268986580066447,0.005978391145811688,0.20284459796061668,16587,238
Waikato,backshore_mean,-0.022368667005711194,-0.10790714041775024,0.06659312758916494,16556,238
Waikato,backshore_max,-0.04943383003202369,-0.13334466496425254,0.0406493103117015,16556,238
Waikato,hinterland_slope,-0.046702539064178615,-0.12904978944544068,0.038956632994102174,16556,238
Waikato,spring_range_m,-0.11816995414800385,-0.19642497526181038,-0.026709966208942455,16587,238
Waikato,form_factor,0.21379026001437612,0.11674105202269774,0.314669508458318,16587,238
Waikato,dist_mouth_km,-0.022710688075686707,-0.09743259266544539,0.061499929389751816,16587,238
Waikato,river_supply_idx,-0.07793181592539508,-0.17212115661361374,0.03478257835531589,16587,238
Waikato,rain_mm_yr,-0.0775301306436351,-0.18288840057941608,0.03231107258488791,16587,238
Waikato,rainstorm_days,-0.013289825702897076,-0.12157501584618208,0.08806897238386345,16587,238
Waikato,geol_age_ma,-0.08263965681952683,-0.15597234323295756,-0.007926376333909857,16587,238
Waikato,erodibility_ord,0.03016077313102258,-0.06606985397793744,0.11678803151105072,16587,238
Waikato,shaking_idx,-0.05118497067777704,-0.1502240970923342,0.055992966995156435,16587,238
Waikato,n_M5_50km,0.027597302553656826,-0.07285312050107416,0.1327732127704764,16587,238
Waikato,dist_M65_km,-0.04640587353563788,-0.15124519687448656,0.0578505346367523,16587,238
Wellington,hs_mean,-0.5137379068920401,-0.6099081164979551,-0.3784814140950864,11113,140
Wellington,hs_p99,-0.45364144023098346,-0.5580123508868479,-0.3155141229980862,11113,140
Wellington,storm_hrs_gt4m_yr,-0.4404120660331239,-0.5448696784509205,-0.2925894704194743,11113,140
Wellington,cge_mean,-0.5230334994285136,-0.6158049457350869,-0.399343066085192,11113,140
Wellington,t01_mean,-0.4933785235747113,-0.578537952933289,-0.3874588050436737,11113,140
Wellington,wave_incidence_deg,-0.3321658686903685,-0.46405351478796303,-0.173013497555649,11113,140
Wellington,beach_slope_face,-0.22812677977416654,-0.43898905474711664,-0.02801767984830708,5453,67
Wellington,tanbeta_nearshore,-0.4576691509705931,-0.5507797266356725,-0.35752443771708226,10418,134
Wellington,closure_depth_m,-0.29575658119923326,-0.4410745796486606,-0.1490863484089371,10574,134
Wellington,vlm_mm_yr,0.5633932835189356,0.4563241948555243,0.6434521520451438,11113,140
Wellington,backshore_mean,-0.42358785553831374,-0.5317225884699647,-0.3081173293351226,11112,140
Wellington,backshore_max,-0.34897452887123465,-0.47137498157134566,-0.23127180187174362,11112,140
Wellington,hinterland_slope,-0.3747725032375349,-0.47487975314594894,-0.25566899219951006,11112,140
Wellington,spring_range_m,0.39331671298338416,0.2119824312127912,0.5364246726805196,11113,140
Wellington,form_factor,-0.39296046566340737,-0.5364812490441457,-0.2115619538264761,11113,140
Wellington,dist_mouth_km,0.04358879437952011,-0.07506766013339283,0.15761954235778258,11113,140
Wellington,river_supply_idx,0.28605249253772536,0.12608835154969922,0.4265108162661606,11113,140
Wellington,rain_mm_yr,-0.06699428401119183,-0.2217078801172614,0.09553848603697458,11113,140
Wellington,rainstorm_days,-0.022901615795735974,-0.16168039648943822,0.13756358509781438,11113,140
Wellington,geol_age_ma,-0.11189163184163861,-0.20232562340467394,-0.021146674929843325,11113,140
Wellington,erodibility_ord,0.3853957394926315,0.24508337759849996,0.5029584320035716,11113,140
Wellington,shaking_idx,0.36544606239489735,0.22539108234858168,0.49701715134160923,11113,140
Wellington,n_M5_50km,0.41609788045301815,0.2684973892185963,0.5433530357251176,11113,140
Wellington,dist_M65_km,-0.2850656219840227,-0.4251250886057899,-0.13405451910112962,11113,140
West Coast,hs_mean,0.12609108129602672,0.02765473927477341,0.22151244417471475,20987,238
West Coast,hs_p99,0.036028219697375685,-0.07040898910621189,0.14797559146264924,20987,238
West Coast,storm_hrs_gt4m_yr,-0.021485067983812948,-0.12168889667889757,0.08490109612655145,20987,238
West Coast,cge_mean,0.11055003795970271,0.011279556650362975,0.21204829388971852,20987,238
West Coast,t01_mean,-0.03461603498441727,-0.14311893773967455,0.07764606980967494,20987,238
West Coast,wave_incidence_deg,-0.3352827891269742,-0.4211044917396679,-0.2390624761391953,20987,238
West Coast,beach_slope_face,0.09216873046563556,-0.02047332052512731,0.20287099774988804,18526,212
West Coast,tanbeta_nearshore,0.14791482954251878,0.03658651930536527,0.2581161610918644,17175,218
West Coast,closure_depth_m,0.0027069051009204234,-0.11676173214845195,0.12025586056208742,19994,231
West Coast,vlm_mm_yr,-0.09925617910408949,-0.19673848080198705,0.009239599640562783,20987,238
West Coast,backshore_mean,0.28704445208328805,0.19683928460683117,0.3741254633976112,20696,236
West Coast,backshore_max,0.20840194071157986,0.10678524492576136,0.30177610704513347,20696,236
West Coast,hinterland_slope,0.08175355386609487,-0.008266357970738276,0.16599806723262733,20680,236
West Coast,spring_range_m,0.017729925757923315,-0.09118801129597646,0.12595355062881958,20987,238
West Coast,form_factor,0.012476789230825845,-0.09996206274270278,0.12493575712108328,20987,238
West Coast,dist_mouth_km,-0.011696819199188406,-0.1228132124592702,0.09604935121515622,20987,238
West Coast,river_supply_idx,0.25103714017954537,0.14474367343880284,0.339036602762454,20987,238
West Coast,rain_mm_yr,-0.12390580935388135,-0.24570783750437844,-0.0006004866627611473,20987,238
West Coast,rainstorm_days,0.11906107669435038,0.00836594411603399,0.23166506655184693,20987,238
West Coast,geol_age_ma,-0.015274227843883962,-0.06496707969816223,0.03727758174721935,20987,238
West Coast,erodibility_ord,0.03715913752339786,-0.037728770023411476,0.10798442222598367,20987,238
West Coast,shaking_idx,-0.027734629085011932,-0.14109884286566743,0.08124885359862903,20987,238
West Coast,n_M5_50km,-0.24336556068889317,-0.34705843186901464,-0.1357728936819297,20987,238
West Coast,dist_M65_km,0.049841774742725546,-0.06624381527628374,0.16608388715876776,20987,238
